MHD		 Br(Tp->V' t) 	 Br(Tp->HD t)	  Br(HD->t,T) 	  Br(V'->t,T)
1.000000	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
1.202264	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
1.445440	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
1.737801	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
2.089296	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
2.511886	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
3.019952	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
3.630781	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
4.365158	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
5.248075	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
6.309573	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
7.585776	2.169427e-03	0.000000e+00	0.000000e+00	9.999304e-01
9.120108	2.169428e-03	0.000000e+00	0.000000e+00	9.999304e-01
10.964782	2.169428e-03	0.000000e+00	0.000000e+00	9.999304e-01
13.182567	2.169428e-03	0.000000e+00	0.000000e+00	9.999304e-01
15.848932	2.169429e-03	0.000000e+00	0.000000e+00	9.999304e-01
19.054607	2.169430e-03	0.000000e+00	0.000000e+00	9.999304e-01
22.908677	2.169432e-03	0.000000e+00	0.000000e+00	9.999304e-01
27.542287	2.169434e-03	0.000000e+00	0.000000e+00	9.999304e-01
33.113112	2.169437e-03	0.000000e+00	0.000000e+00	9.999304e-01
39.810717	2.169441e-03	0.000000e+00	0.000000e+00	9.999304e-01
47.863009	2.169448e-03	0.000000e+00	0.000000e+00	9.999304e-01
57.543994	2.169457e-03	0.000000e+00	0.000000e+00	9.999304e-01
69.183097	2.169471e-03	0.000000e+00	0.000000e+00	9.999304e-01
83.176377	2.169490e-03	0.000000e+00	0.000000e+00	9.999304e-01
100.000000	2.169518e-03	0.000000e+00	0.000000e+00	9.999304e-01
120.226443	2.169559e-03	0.000000e+00	0.000000e+00	9.999304e-01
144.543977	2.169617e-03	0.000000e+00	0.000000e+00	9.999304e-01
173.780083	2.169701e-03	0.000000e+00	0.000000e+00	9.999304e-01
208.929613	2.169821e-03	0.000000e+00	0.000000e+00	9.999305e-01
251.188643	2.169992e-03	0.000000e+00	0.000000e+00	9.999305e-01
301.995172	2.170234e-03	0.000000e+00	0.000000e+00	9.999305e-01
363.078055	2.170573e-03	0.000000e+00	9.961250e-01	9.999305e-01
436.515832	2.171041e-03	0.000000e+00	9.983818e-01	9.999306e-01
524.807460	2.171672e-03	0.000000e+00	9.984211e-01	9.999306e-01
630.957344	2.172488e-03	0.000000e+00	9.982087e-01	9.999306e-01
758.577575	2.173470e-03	0.000000e+00	9.978346e-01	9.999306e-01
912.010839	2.174525e-03	0.000000e+00	9.972799e-01	9.999306e-01
1096.478196	2.174727e-03	0.000000e+00	3.088014e-02	9.999306e-01
1318.256739	2.174727e-03	0.000000e+00	1.360513e-02	9.999306e-01
1584.893192	2.174727e-03	0.000000e+00	6.999399e-03	9.999306e-01
1905.460718	2.174727e-03	0.000000e+00	4.178867e-03	9.999306e-01
2290.867653	2.174727e-03	0.000000e+00	2.666509e-03	9.999306e-01
2754.228703	2.174727e-03	0.000000e+00	1.743050e-03	9.999306e-01
3311.311215	2.174727e-03	0.000000e+00	1.171417e-03	9.999306e-01
3981.071706	2.174727e-03	0.000000e+00	7.998381e-04	9.999306e-01
4786.300923	2.174727e-03	0.000000e+00	5.504022e-04	9.999306e-01
5754.399373	2.174727e-03	0.000000e+00	3.801105e-04	9.999306e-01
6918.309709	2.174727e-03	0.000000e+00	2.629031e-04	9.999306e-01
8317.637711	2.174727e-03	0.000000e+00	1.819382e-04	9.999306e-01
10000.000000	2.174727e-03	0.000000e+00	1.259256e-04	9.999306e-01
